customer_id,flight_id,checkin_wait_min,baggage_wait_min,inflight_service_rating,issue_checkin,issue_baggage,issue_inflight,nps_score,total_issues
1309,10130,8,8,2,1,1,0,7,2
1310,12983,8,2,3,0,0,0,7,0
1311,14278,0,5,2,0,1,0,8,1
1312,17126,12,4,1,0,1,0,2,1
1313,18230,18,6,2,1,0,0,4,1
1314,17694,2,10,3,0,0,0,7,0
1315,16640,13,27,1,0,0,0,2,0
1316,15468,0,6,4,0,0,0,10,0
1317,10920,7,47,4,0,0,0,7,0
1318,17564,5,17,4,0,1,0,6,1
1319,18684,6,8,1,0,0,0,3,0
1320,19323,20,12,4,0,0,1,6,1
1321,18502,16,1,2,0,1,0,5,1
1322,18930,12,22,1,0,0,0,2,0
1323,13241,2,10,1,0,0,0,10,0
1324,10545,19,51,1,0,0,0,5,0
1325,14346,0,12,5,0,0,0,8,0
1326,19996,15,21,3,0,1,0,2,1
1327,13810,3,19,5,0,0,0,10,0
1328,17206,0,5,5,0,0,0,7,0
1329,19005,8,3,5,0,0,0,8,0
1330,12032,2,6,3,0,0,0,9,0
1331,18436,2,7,5,0,0,0,7,0
1332,10271,2,3,4,0,0,0,1,0
1333,13511,0,26,1,0,0,0,6,0
1334,11771,1,9,1,0,0,0,5,0
1335,19454,0,46,2,0,0,0,7,0
1336,14361,4,19,4,1,0,0,6,1
1337,17069,0,9,3,0,0,0,9,0
1338,10920,9,35,1,1,0,0,5,1
1339,18190,2,8,5,0,0,0,4,0
1340,13430,22,26,2,0,0,0,10,0
1341,14435,16,5,2,0,1,0,10,1
1342,13760,2,5,1,0,1,0,10,1
1343,12050,12,6,4,0,0,0,7,0
1344,11165,13,9,2,1,0,0,2,1
1345,18567,34,9,1,0,0,0,10,0
1346,12033,7,8,4,0,0,0,3,0
1347,16467,0,4,1,0,1,0,3,1
1348,10145,8,31,1,1,0,0,4,1
1349,14388,7,10,4,1,0,0,8,1
1350,17832,8,6,4,0,1,0,2,1
1351,18623,2,12,4,0,0,0,9,0
1352,18896,15,17,1,1,0,0,1,1
1353,18173,25,38,2,0,0,0,2,0
1354,12632,1,8,3,0,0,0,6,0
1355,14494,0,1,3,0,0,0,6,0
1356,18056,1,6,1,0,0,0,10,0
1357,17511,13,7,1,0,1,0,10,1
1358,19155,9,27,2,1,0,0,4,1
1359,11828,8,6,4,0,0,0,10,0
1360,19130,4,36,1,0,0,0,8,0
1361,14805,6,7,5,0,0,0,6,0
1362,10806,2,43,4,0,1,0,8,1
1363,19655,5,0,1,0,0,0,10,0
1364,17486,12,27,5,0,1,0,4,1
1365,18202,31,32,2,0,0,0,4,0
1366,11868,21,38,5,0,0,0,6,0
1367,17878,21,0,1,0,1,0,3,1
1368,15690,4,2,3,0,0,0,6,0
1369,17827,5,12,1,0,0,0,8,0
1370,15429,9,0,3,0,0,0,9,0
1371,19076,20,0,2,0,1,0,5,1
1372,13564,1,2,2,0,1,1,5,2
1373,11389,2,8,4,0,1,1,9,2
1374,17274,1,9,4,0,0,0,6,0
1375,10824,7,0,3,0,0,1,9,1
1376,12265,2,2,3,0,0,0,10,0
1377,10936,3,8,2,0,0,1,10,1
1378,16402,0,10,5,0,0,0,8,0
1379,13845,3,1,3,1,0,0,6,1
1380,11796,15,6,3,0,0,0,1,0
1381,18245,2,28,5,0,0,0,8,0
1382,17214,9,81,4,0,1,0,10,1
1383,10726,7,52,4,0,1,0,1,1
1384,12736,15,25,3,0,0,1,0,1
1385,11913,1,6,4,0,0,0,9,0
1386,19788,30,13,4,0,0,0,2,0
1387,17657,6,6,4,0,0,0,2,0
1388,12466,43,12,2,1,0,0,10,1
1389,19041,19,4,1,0,1,0,1,1
1390,17312,2,11,3,0,0,0,2,0
1391,18194,0,8,3,0,0,1,7,1
1392,17906,2,0,2,0,0,0,9,0
1393,14876,5,18,1,0,0,0,6,0
1394,17287,1,0,1,0,0,0,6,0
1395,10892,1,4,2,0,0,0,8,0
1396,14675,4,0,5,0,0,0,7,0
1397,11933,0,5,5,0,0,0,0,0
1398,11380,1,0,1,0,0,0,2,0
1399,11290,4,29,5,0,0,0,7,0
1400,11640,0,6,5,0,0,0,9,0
1401,17490,4,7,5,0,0,0,9,0
1402,19179,5,5,1,0,1,0,9,1
1403,11218,4,11,5,0,0,0,9,0
1404,15016,16,18,3,0,0,0,1,0
1405,16881,6,12,1,1,1,0,10,2
1406,19547,5,16,2,0,0,0,10,0
1407,19752,4,28,5,1,1,0,7,2
1408,19610,13,23,4,0,1,0,5,1
1409,10954,18,13,1,0,0,0,7,0
1410,19175,15,2,2,0,1,0,7,1
1411,17291,8,12,3,0,0,0,4,0
1412,10974,1,8,2,0,0,0,7,0
1413,14133,2,15,5,0,1,0,9,1
1414,15370,0,21,4,1,1,0,9,2
1415,13972,21,16,5,0,0,0,1,0
1416,15295,8,22,2,0,0,0,4,0
1417,19105,10,0,1,0,0,0,8,0
1418,18228,2,0,4,0,0,0,9,0
1419,19903,14,3,4,0,0,0,7,0
1420,13020,2,27,2,0,1,0,8,1
1421,18987,0,20,5,0,0,0,0,0
1422,14036,3,13,2,0,0,1,7,1
1423,15068,6,14,4,0,0,0,10,0
1424,15233,5,15,2,0,0,0,8,0
1425,19516,15,34,4,0,0,0,10,0
1426,10317,0,21,5,1,0,0,7,1
1427,12396,6,11,1,1,0,0,9,1
1428,12162,5,13,1,0,0,0,2,0
1429,12745,2,2,2,0,0,0,2,0
1430,11591,13,12,4,0,0,1,2,1
1431,16183,11,6,1,0,0,0,7,0
1432,13930,10,1,4,0,0,0,5,0
1433,11312,16,19,5,1,1,0,8,2
1434,19477,10,8,2,0,0,0,10,0
1435,14311,2,45,4,0,0,0,8,0
1436,17314,9,3,2,0,1,0,4,1
1437,12383,2,7,4,1,1,0,10,2
1438,13239,2,7,4,1,0,0,7,1
1439,12139,0,1,5,0,0,0,8,0
1440,11704,10,6,2,0,0,1,10,1
1441,16924,9,4,3,0,0,0,10,0
1442,10362,2,2,4,0,0,0,7,0
1443,12604,11,3,4,0,1,0,9,1
1444,19908,19,3,1,0,0,0,7,0
1445,14286,0,15,2,0,0,0,7,0
1446,13738,2,0,3,0,0,0,7,0
1447,12469,11,11,5,0,1,0,7,1
1448,14795,2,17,3,0,0,0,6,0
1449,16150,7,7,5,0,0,0,8,0
1450,10556,0,32,3,0,1,0,5,1
1451,19017,4,14,3,0,0,1,8,1
1452,12808,10,16,2,0,0,1,8,1
1453,15150,9,2,1,1,0,0,10,1
1454,17561,13,18,3,0,1,0,5,1
1455,12719,16,21,4,0,1,0,9,1
1456,16506,11,5,4,0,0,0,10,0
1457,13741,8,2,4,0,0,0,8,0
1458,19766,0,5,1,1,0,1,9,2
1459,13998,6,16,3,0,0,1,6,1
1460,12403,0,6,5,0,0,0,10,0
1461,18780,13,16,5,1,0,0,8,1
1462,19739,3,1,2,0,0,0,5,0
1463,10294,6,19,1,0,0,0,6,0
1464,15343,2,3,3,0,0,0,8,0
1465,19882,12,3,4,0,1,0,4,1
1466,11136,17,10,1,0,0,0,9,0
1467,12064,4,0,1,0,0,1,4,1
1468,17009,15,0,3,0,0,0,7,0
1469,14543,2,3,2,0,1,0,8,1
1470,11007,6,9,2,0,0,0,9,0
1471,15445,15,28,2,1,1,0,8,2
1472,15352,3,22,4,1,0,0,9,1
1473,19439,24,8,4,0,0,0,10,0
1474,11435,1,0,3,0,0,0,7,0
1475,10571,0,9,2,0,1,0,9,1
1476,12382,18,14,3,1,0,0,4,1
1477,19437,0,4,2,0,0,0,9,0
1478,15084,38,1,1,1,1,0,4,2
1479,10277,24,3,5,1,0,0,10,1
1480,17059,1,17,5,0,1,0,5,1
1481,11887,6,5,2,0,0,1,3,1
1482,11265,1,20,3,0,0,0,3,0
1483,17491,4,4,4,0,0,1,4,1
1484,11040,0,2,2,0,0,0,6,0
1485,19109,2,6,2,0,0,0,7,0
1486,18073,3,7,4,0,0,0,10,0
1487,19077,4,0,2,0,0,0,6,0
1488,12752,30,1,1,1,0,0,4,1
1489,18213,13,2,4,0,0,0,9,0
1490,14569,10,1,1,0,0,0,3,0
1491,16353,6,5,5,0,0,0,10,0
1492,12353,14,40,4,0,0,0,6,0
1493,17437,3,8,4,0,1,0,8,1
1494,14799,9,11,3,0,1,0,4,1
1495,10686,40,5,3,1,0,0,3,1
1496,18476,3,4,4,0,0,0,9,0
1497,14811,8,0,5,0,0,0,6,0
1498,18954,14,8,2,0,1,0,10,1
1499,15346,19,7,3,0,0,0,7,0
1500,15043,10,2,5,0,1,0,9,1
1501,12428,2,17,5,0,1,0,10,1
1502,15126,3,8,3,0,0,0,5,0
1503,18220,0,4,2,0,0,0,9,0
1504,19098,11,1,3,0,0,0,0,0
1505,17813,0,9,5,0,0,0,8,0
1506,19645,15,16,1,0,0,0,9,0
1507,13356,1,3,3,0,0,0,7,0
1508,18707,1,2,5,0,0,0,3,0
1509,17266,5,8,3,1,0,0,8,1
1510,16540,10,2,5,0,0,0,10,0
1511,10038,1,13,2,0,0,0,10,0
1512,13342,4,11,5,1,0,0,9,1
1513,19078,5,1,4,0,0,0,5,0
1514,12844,1,0,1,1,0,0,10,1
1515,11098,0,11,5,1,0,1,10,2
1516,17027,14,4,3,0,0,0,6,0
1517,11823,5,1,3,0,0,0,4,0
1518,13155,0,17,5,0,0,0,10,0
1519,13093,12,4,4,0,0,0,10,0
1520,15658,31,7,5,0,1,0,2,1
1521,13778,7,3,2,0,0,1,10,1
1522,12896,5,11,4,0,0,0,7,0
1523,10988,16,4,5,0,1,0,10,1
1524,14116,24,41,1,0,0,0,6,0
1525,16446,11,14,4,0,0,0,7,0
1526,14179,4,1,5,0,1,1,5,2
1527,11682,7,6,1,0,0,0,10,0
1528,15626,9,5,5,1,0,0,6,1
1529,17424,1,9,2,0,0,0,9,0
1530,10933,4,22,3,0,1,0,1,1
1531,13598,14,10,5,1,1,0,9,2
1532,11980,8,0,4,0,1,0,7,1
1533,13056,4,12,5,0,0,0,0,0
1534,18984,8,0,5,0,1,0,4,1
1535,10791,1,18,5,0,1,0,4,1
1536,15390,4,13,5,1,1,0,9,2
1537,16635,12,4,4,0,0,0,7,0
1538,12255,1,4,4,1,0,0,3,1
1539,13610,1,19,5,0,0,0,5,0
1540,11607,24,18,3,1,0,0,7,1
1541,15179,1,5,5,1,0,0,0,1
1542,16573,2,4,4,0,0,0,6,0
1543,10984,27,9,2,0,1,0,8,1
1544,15776,10,0,5,0,0,0,7,0
1545,13676,9,1,5,1,0,0,7,1
1546,13380,15,1,5,0,0,0,5,0
1547,18711,0,2,5,0,0,0,4,0
1548,18782,9,8,1,0,0,0,9,0
1549,11050,5,58,5,0,0,0,10,0
1550,13633,14,12,4,0,1,0,7,1
1551,16342,5,0,4,0,0,0,5,0
1552,10959,7,8,1,1,0,0,7,1
1553,16059,5,8,5,0,0,0,10,0
1554,18884,5,1,3,0,0,1,8,1
1555,15655,11,30,5,0,0,0,9,0
1556,14473,7,6,4,0,0,0,5,0
1557,12946,8,62,2,1,0,0,8,1
1558,17725,4,6,2,0,0,0,8,0
1559,10526,6,11,3,0,0,0,7,0
1560,13224,10,1,5,0,1,1,7,2
1561,11875,13,7,1,1,1,0,7,2
1562,11763,9,3,5,1,0,0,9,1
1563,18712,20,21,3,0,0,1,10,1
1564,15797,13,18,3,0,0,0,2,0
1565,19208,6,20,3,0,0,0,7,0
1566,17099,8,15,2,0,0,0,10,0
1567,15109,20,21,5,0,0,0,3,0
1568,16644,7,2,5,1,0,0,6,1
1569,10116,13,7,1,0,1,1,2,2
1570,12433,9,14,3,1,1,0,2,2
1571,15463,6,12,3,0,0,0,10,0
1572,10583,2,15,4,0,0,0,6,0
1573,18586,4,3,4,0,0,0,8,0
1574,13788,27,1,2,0,0,1,3,1
1575,14167,8,29,5,0,0,0,0,0
1576,18465,6,9,1,0,1,0,10,1
1577,11389,21,2,1,0,1,1,7,2
1578,18357,7,18,3,0,0,0,0,0
1579,19759,5,29,1,0,1,0,10,1
1580,16154,11,2,3,0,0,0,7,0
1581,15420,9,20,5,0,0,0,7,0
1582,18920,1,32,1,0,0,0,8,0
1583,12043,5,33,3,0,0,0,0,0
1584,14197,5,29,5,0,1,0,7,1
1585,13496,3,9,5,1,0,0,8,1
1586,10778,5,5,3,0,0,0,5,0
1587,10213,4,0,3,0,1,0,8,1
1588,13762,1,0,2,0,1,0,6,1
1589,19768,4,6,5,0,0,1,8,1
1590,16731,0,6,3,0,0,0,3,0
1591,13117,6,2,5,0,0,0,10,0
1592,15791,15,6,1,0,1,0,10,1
1593,18783,10,2,4,0,0,0,3,0
1594,12720,3,22,4,0,0,0,10,0
1595,18905,0,4,3,1,0,1,7,2
1596,19127,1,10,3,0,0,0,8,0
1597,16047,6,8,5,0,1,0,9,1
1598,18032,1,0,3,1,0,0,2,1
1599,10001,6,34,5,0,0,0,3,0
1600,16368,2,8,3,0,1,0,5,1
1601,11949,15,4,5,1,0,0,7,1
1602,16732,4,2,3,0,1,0,5,1
1603,17833,2,4,2,0,0,0,7,0
1604,10917,13,0,5,0,0,0,4,0
1605,13174,3,5,2,0,0,0,8,0
1606,17014,0,9,2,0,0,0,1,0
1607,10089,6,24,2,0,1,0,6,1
1608,11709,6,13,2,0,1,1,3,2
1609,13041,10,1,1,0,1,0,8,1
1610,10105,2,1,4,0,0,0,10,0
1611,19078,4,6,1,1,0,0,1,1
1612,18619,2,2,3,0,0,0,9,0
1613,11895,0,0,3,0,1,0,10,1
1614,16090,16,19,4,0,0,0,10,0
1615,18508,10,0,4,0,1,1,7,2
1616,16082,2,21,4,0,1,0,5,1
1617,10634,7,1,2,0,0,0,5,0
1618,11925,1,44,1,1,1,0,6,2
1619,12056,17,11,3,0,1,1,8,2
1620,16917,0,15,1,0,1,0,7,1
1621,13144,0,1,1,0,0,0,8,0
1622,19631,5,23,1,0,1,0,0,1
1623,10552,6,21,4,0,0,0,2,0
1624,18907,6,12,4,1,0,1,10,2
1625,15383,0,8,3,1,0,0,10,1
1626,13911,3,15,3,0,0,1,9,1
1627,19905,5,0,3,0,1,0,5,1
1628,13389,1,10,1,1,0,0,10,1
1629,19299,16,22,4,0,0,0,4,0
1630,18442,0,5,2,0,0,0,8,0
1631,12430,5,1,1,1,1,0,2,2
1632,10458,9,6,5,0,1,0,8,1
1633,10207,2,15,1,0,0,0,9,0
1634,10899,7,1,4,0,1,0,9,1
1635,10021,14,2,5,0,0,0,8,0
1636,18601,1,1,1,0,0,0,10,0
1637,10894,19,19,4,0,0,0,7,0
1638,10514,6,0,4,0,1,0,8,1
1639,17294,2,13,2,0,1,0,6,1
1640,14904,4,5,1,0,0,0,0,0
1641,17867,2,16,4,0,0,1,9,1
1642,14109,10,40,3,0,0,1,9,1
1643,17179,12,1,4,1,0,0,3,1
1644,11560,14,4,2,0,0,0,0,0
1645,11266,34,19,4,0,0,0,3,0
1646,13638,12,3,1,0,0,0,10,0
1647,18941,7,2,1,0,0,0,5,0
1648,13427,3,20,5,0,0,0,4,0
1649,14780,6,52,1,0,0,0,0,0
1650,11927,0,9,5,0,0,0,5,0
1651,12356,10,3,3,0,1,0,8,1
1652,14790,4,6,2,1,0,1,10,2
1653,10306,0,2,3,0,0,0,5,0
1654,17979,0,17,5,0,0,0,5,0
1655,13665,3,17,4,1,0,0,10,1
1656,17057,7,24,4,1,0,0,9,1
1657,10661,4,0,3,0,1,0,5,1
1658,14644,7,9,4,0,0,1,1,1
1659,18503,5,2,5,0,0,0,10,0
1660,12920,8,5,2,0,0,0,8,0
1661,19274,1,18,1,0,1,0,10,1
1662,18946,0,2,5,1,0,0,5,1
1663,16236,7,12,5,0,1,0,8,1
1664,16078,5,12,1,0,0,0,8,0
1665,10352,0,36,1,0,0,1,10,1
1666,19094,3,17,2,0,0,0,10,0
1667,17005,0,19,2,1,1,0,2,2
1668,10158,6,9,2,0,0,0,8,0
1669,10956,4,2,4,0,0,0,5,0
1670,12071,7,6,5,0,0,0,9,0
1671,18595,13,9,1,1,0,0,9,1
1672,19579,2,13,5,0,0,0,10,0
1673,13453,26,11,5,1,0,0,5,1
1674,16675,6,6,2,0,1,0,4,1
1675,10955,7,3,2,0,0,0,0,0
1676,16295,9,2,5,0,0,0,5,0
1677,11712,8,14,2,0,1,0,6,1
1678,14703,5,12,4,0,1,0,10,1
1679,16563,4,13,1,1,0,0,7,1
1680,19465,0,5,5,0,0,0,7,0
1681,15631,0,3,1,0,1,0,10,1
1682,19633,3,17,4,0,0,1,10,1
1683,19989,3,17,2,0,0,0,7,0
1684,11394,3,7,3,0,0,1,2,1
1685,19461,1,11,4,0,0,1,5,1
1686,14732,10,5,3,0,1,0,6,1
1687,13714,15,14,1,0,0,0,9,0
1688,10529,22,21,5,0,0,0,8,0
1689,12958,5,13,2,0,0,0,8,0
1690,17904,9,8,4,0,0,0,10,0
1691,13591,15,7,2,1,0,0,9,1
1692,16895,4,12,3,0,0,0,10,0
1693,19131,2,13,3,0,0,0,10,0
1694,10525,22,9,5,0,0,0,4,0
1695,16477,5,11,3,0,0,1,1,1
1696,10001,5,1,5,0,0,0,6,0
1697,10374,1,36,4,1,0,0,8,1
1698,14648,0,18,5,0,0,0,8,0
1699,12365,14,5,3,0,0,0,5,0
1700,11525,7,9,1,0,1,0,9,1
1701,11646,3,0,5,0,0,0,5,0
1702,10013,1,0,2,0,1,0,10,1
1703,14599,6,3,1,0,0,0,7,0
1704,12278,7,14,5,1,0,0,0,1
1705,13155,1,22,2,0,0,1,3,1
1706,18321,15,9,1,0,1,0,2,1
1707,13814,0,9,5,1,0,0,1,1
1708,13216,3,6,4,0,0,0,8,0
1709,18219,9,2,2,1,0,0,4,1
1710,12113,2,1,4,0,1,0,9,1
1711,19444,14,17,3,0,1,0,5,1
1712,14356,10,31,5,1,0,0,0,1
1713,15543,12,7,5,0,0,0,9,0
1714,14555,1,12,2,0,0,0,7,0
1715,17062,1,29,5,0,1,0,7,1
1716,13374,2,1,3,0,0,1,5,1
1717,16430,5,17,5,1,1,0,1,2
1718,13466,11,11,1,1,0,0,6,1
1719,13081,14,10,4,1,0,0,7,1
1720,10629,9,4,3,0,0,0,0,0
1721,10269,21,13,3,0,0,0,7,0
1722,15724,10,19,4,0,0,1,10,1
1723,15897,2,1,4,1,0,0,4,1
1724,13432,2,9,3,0,0,0,10,0
1725,19472,9,1,4,0,0,0,2,0
1726,16276,1,24,2,1,0,0,9,1
1727,15895,0,8,4,0,0,0,9,0
1728,17115,6,19,1,0,1,1,5,2
1729,16656,13,5,1,0,0,0,10,0
1730,10575,0,1,2,0,0,1,6,1
1731,17029,12,0,4,0,0,0,3,0
1732,16099,13,3,1,0,1,0,7,1
1733,19499,5,3,5,0,0,0,10,0
1734,13192,0,9,4,0,0,0,10,0
1735,13178,1,0,2,0,1,0,5,1
1736,16052,9,8,4,0,0,1,7,1
1737,12734,9,5,3,0,0,0,2,0
1738,16116,18,10,3,0,0,0,7,0
1739,13568,6,14,1,0,0,0,7,0
1740,19847,1,12,3,0,0,1,5,1
1741,19771,1,50,2,0,1,1,7,2
1742,12203,10,1,1,0,0,0,10,0
1743,11390,1,6,2,0,1,0,7,1
1744,11742,3,6,2,0,0,0,9,0
1745,11925,5,6,3,0,0,0,5,0
1746,10619,0,13,3,0,0,0,10,0
1747,11274,2,8,2,1,0,0,2,1
1748,10956,4,8,3,1,0,0,7,1
1749,11939,2,6,3,0,0,0,9,0
1750,13953,1,57,3,0,0,0,9,0
1751,10968,10,31,4,1,0,0,4,1
1752,19508,13,4,2,0,0,0,6,0
1753,19235,2,1,5,0,0,1,8,1
1754,10281,11,21,2,0,1,0,5,1
1755,16262,3,70,1,0,0,0,8,0
1756,11058,5,4,3,1,0,0,6,1
1757,14293,15,5,3,0,0,0,6,0
1758,15178,11,34,5,0,0,0,2,0
1759,16980,13,14,1,1,0,0,0,1
1760,19200,1,4,4,0,0,1,9,1
1761,11229,0,10,2,0,1,0,7,1
1762,19227,17,34,4,0,0,0,7,0
1763,14585,3,20,1,0,0,0,6,0
1764,18467,2,16,5,0,0,0,3,0
1765,12740,10,16,1,1,0,0,6,1
1766,12289,14,2,5,0,0,0,4,0
1767,11239,15,20,4,0,1,0,9,1
1768,15370,3,3,4,0,1,0,10,1
1769,10125,15,31,1,0,0,0,10,0
1770,17473,0,5,1,0,0,0,7,0
1771,19400,0,23,3,0,0,0,8,0
1772,15342,7,3,5,0,0,1,10,1
1773,17351,0,8,3,1,0,0,7,1
1774,16638,3,1,2,0,1,0,8,1
1775,16570,8,12,2,0,0,0,8,0
1776,13249,3,21,1,0,0,0,8,0
1777,19110,1,15,4,0,0,0,8,0
1778,17595,2,8,2,0,0,0,8,0
1779,16294,4,0,2,0,0,0,8,0
1780,16527,5,32,3,0,1,0,9,1
1781,15757,12,14,3,0,1,0,6,1
1782,11969,11,16,2,0,1,0,9,1
1783,10891,4,18,1,1,0,1,2,2
1784,14470,14,16,3,0,0,0,10,0
1785,17175,0,6,2,0,1,0,5,1
1786,19556,2,15,4,0,0,0,6,0
1787,18320,14,11,3,0,1,0,9,1
1788,19206,3,23,2,0,0,0,8,0
1789,19991,31,19,5,1,0,0,5,1
1790,16812,5,0,3,1,0,0,4,1
1791,17519,12,5,5,0,0,0,10,0
1792,14612,4,0,3,0,0,0,2,0
1793,19710,4,1,3,0,0,0,0,0
1794,11198,3,11,5,0,1,0,8,1
1795,15238,10,24,1,0,0,0,8,0
1796,16089,6,1,2,0,0,1,8,1
1797,16257,23,7,1,0,0,1,8,1
1798,17705,2,29,1,1,0,0,9,1
1799,13719,0,20,2,0,0,0,10,0
1800,10302,3,8,4,0,0,0,9,0
1801,10986,7,17,1,0,0,0,4,0
1802,14440,15,8,1,1,0,0,7,1
1803,14909,3,2,1,0,0,0,8,0
1804,13072,8,1,4,0,0,0,7,0
1805,13124,3,2,3,0,0,1,3,1
1806,19519,7,5,5,1,0,0,7,1
1807,18125,17,32,5,0,0,0,10,0
1808,13291,2,19,4,0,0,0,6,0
1809,14033,4,6,1,0,1,0,8,1
1810,15105,40,8,5,0,0,1,8,1
1811,10703,16,3,4,1,0,0,6,1
1812,18133,6,14,2,0,0,0,7,0
1813,10574,5,19,5,0,0,1,4,1
1814,15704,2,3,2,0,0,0,7,0
1815,17848,5,0,1,1,1,1,9,3
1816,15208,15,11,5,0,0,0,9,0
1817,16924,9,9,4,0,0,0,6,0
1818,13828,2,6,3,0,0,0,2,0
1819,13230,1,12,5,0,1,1,9,2
1820,10488,2,9,5,0,1,0,5,1
1821,17114,1,3,5,0,0,0,1,0
1822,19539,0,6,5,0,0,1,6,1
1823,13173,4,6,4,1,0,0,8,1
1824,11667,0,25,4,0,0,0,9,0
1825,19829,1,38,3,0,0,0,10,0
1826,14114,6,26,4,0,0,0,4,0
1827,13553,1,15,4,0,0,0,5,0
1828,17761,0,10,1,0,1,1,7,2
1829,11000,3,14,1,0,1,0,9,1
1830,19042,1,33,2,0,0,0,4,0
1831,11388,5,3,3,1,0,0,6,1
1832,15450,0,9,1,0,0,0,6,0
1833,13712,11,14,3,0,0,0,9,0
1834,11367,18,13,3,1,1,0,5,2
1835,18189,10,3,5,0,0,0,10,0
1836,19013,6,10,3,0,0,0,7,0
1837,10454,15,19,5,0,0,0,5,0
1838,19816,9,7,2,0,0,0,5,0
1839,12772,0,18,2,1,0,0,0,1
1840,13726,4,5,2,0,1,0,8,1
1841,17232,15,33,5,0,1,0,9,1
1842,14806,3,9,5,0,0,0,0,0
1843,12190,0,10,2,1,1,0,7,2
1844,19108,10,0,5,0,1,0,9,1
1845,12875,12,2,4,1,0,0,6,1
1846,15592,1,12,4,0,0,0,6,0
1847,11440,6,6,5,0,0,0,6,0
1848,18927,1,8,5,0,0,0,5,0
1849,16059,10,0,1,0,0,1,7,1
1850,17010,2,21,1,0,0,0,3,0
1851,17117,3,18,3,1,0,0,6,1
1852,19153,14,2,3,0,0,0,10,0
1853,12989,5,12,3,0,0,0,0,0
1854,19218,8,20,2,0,0,0,3,0
1855,16228,4,12,4,0,0,0,9,0
1856,16471,2,4,2,1,0,1,3,2
1857,12863,7,12,5,0,0,0,5,0
1858,11177,1,2,1,0,0,0,6,0
1859,14760,3,4,5,0,1,0,10,1
1860,10011,1,3,5,0,0,0,4,0
1861,15252,9,9,1,0,0,0,10,0
1862,14399,23,1,5,0,0,0,8,0
1863,18234,43,32,3,0,0,0,8,0
1864,19135,4,4,1,0,0,0,8,0
1865,15445,2,2,5,0,0,0,0,0
1866,16570,4,8,3,0,1,0,2,1
1867,19196,15,3,3,0,0,0,5,0
1868,18212,1,9,4,0,0,0,1,0
1869,10406,24,5,3,0,0,0,10,0
1870,19206,3,1,2,1,0,1,7,2
1871,14431,34,3,1,0,0,0,7,0
1872,15243,14,6,1,0,0,0,9,0
1873,16542,13,0,1,0,1,0,10,1
1874,16936,3,17,5,1,1,0,10,2
1875,18906,0,11,5,0,0,0,9,0
1876,14146,3,11,2,1,0,0,6,1
1877,10140,2,9,3,0,0,1,1,1
1878,14882,0,10,5,0,0,1,2,1
1879,16012,5,32,3,0,0,0,0,0
1880,10963,4,0,3,0,0,0,0,0
1881,17151,8,0,5,0,1,0,10,1
1882,18564,7,2,5,0,1,0,10,1
1883,13610,1,2,2,1,0,0,8,1
1884,19884,30,2,4,0,0,0,8,0
1885,16894,1,13,1,0,0,0,7,0
1886,17311,4,7,5,0,0,0,4,0
1887,10105,5,57,5,0,0,0,10,0
1888,15539,13,3,3,0,0,1,5,1
1889,19873,0,4,4,0,0,0,8,0
1890,16787,4,49,5,0,0,0,5,0
1891,12137,7,21,4,0,0,0,10,0
1892,14445,1,7,1,0,0,0,8,0
1893,13530,7,9,3,0,1,0,8,1
1894,11286,20,22,2,0,0,0,2,0
1895,17052,47,7,1,1,0,0,6,1
1896,13654,0,2,4,0,0,0,7,0
1897,17102,2,21,4,0,0,0,5,0
1898,12359,2,9,1,0,0,0,10,0
1899,18105,4,1,4,1,0,0,9,1
1900,18636,2,8,2,0,1,1,7,2
1901,16441,1,6,2,0,0,0,5,0
1902,15047,24,25,4,0,0,0,9,0
1903,18227,20,1,4,1,0,0,4,1
1904,15203,0,24,2,0,0,0,1,0
1905,19667,3,8,4,0,0,0,1,0
1906,11798,4,6,5,0,1,0,0,1
1907,19600,2,2,3,1,0,0,7,1
1908,15291,7,14,5,0,1,0,5,1
1909,15495,8,31,4,0,0,0,8,0
1910,19900,15,5,4,1,0,1,8,2
1911,16284,10,3,3,0,0,0,7,0
1912,17285,6,9,4,0,0,0,6,0
1913,11300,8,19,3,0,0,1,9,1
1914,16869,2,0,2,1,0,0,8,1
1915,19435,7,11,3,0,0,1,5,1
1916,13097,5,10,3,1,0,0,7,1
1917,14616,1,4,5,0,0,0,3,0
1918,10009,2,7,4,0,0,0,5,0
1919,15752,2,3,2,0,0,0,10,0
1920,19852,20,18,1,0,0,0,4,0
1921,16295,2,12,3,1,0,1,8,2
1922,14815,2,9,1,0,1,1,4,2
1923,11072,3,5,4,0,0,0,10,0
1924,13225,8,4,3,0,0,0,5,0
1925,11316,1,20,1,0,0,0,5,0
1926,15699,24,7,5,0,1,0,7,1
1927,16807,16,8,1,0,0,0,7,0
1928,16674,6,8,5,0,0,0,7,0
1929,13683,8,7,2,0,1,0,7,1
1930,17227,0,3,4,0,0,0,5,0
1931,13273,3,1,1,0,0,0,6,0
1932,17000,12,1,3,0,1,0,7,1
1933,10145,0,16,4,0,1,0,8,1
1934,15010,2,3,1,1,1,1,5,3
1935,13040,7,0,3,0,0,0,8,0
1936,19654,2,19,3,0,0,0,10,0
1937,19776,21,2,3,0,1,0,9,1
1938,10482,1,11,3,0,0,0,2,0
1939,13179,12,4,1,0,0,1,7,1
1940,11249,5,1,2,0,0,0,6,0
1941,10630,11,6,5,0,1,1,5,2
